action_id,customer_id,action_ts,action_type,amount_mxn,is_recurring
884,6028887,2026-03-01 06:39:01,deposit_in,3883.71,False
885,6026488,2026-03-01 06:39:03,deposit_in,6062.85,False
886,6000026,2026-03-01 06:39:04,bill_payment,2517.42,False
887,6008364,2026-03-01 06:39:04,deposit_in,7442.66,True
888,6008515,2026-03-01 06:39:11,bill_payment,1134.75,False
889,6030208,2026-03-01 06:39:11,spei_out,7174.65,False
890,6002295,2026-03-01 06:39:13,bill_payment,1523.66,False
891,6009104,2026-03-01 06:39:15,savings_move,1161.52,False
892,6034924,2026-03-01 06:39:18,deposit_in,16078.54,True
893,6011545,2026-03-01 06:39:18,spei_out,4361.53,False
894,6025093,2026-03-01 06:39:20,deposit_in,8703.9,True
895,6034366,2026-03-01 06:39:23,spei_out,10107.56,False
896,6001543,2026-03-01 06:39:25,deposit_in,17444.13,True
897,6020899,2026-03-01 06:39:28,card_payment,15102.1,False
898,6027740,2026-03-01 06:39:28,deposit_in,7234.18,False
899,6026991,2026-03-01 06:39:29,bill_payment,508.36,True
900,6004875,2026-03-01 06:39:30,savings_move,589.52,True
901,6006590,2026-03-01 06:39:31,deposit_in,11744.68,True
902,6027166,2026-03-01 06:39:36,spei_out,387.88,False
903,6037152,2026-03-01 06:39:41,savings_move,1234.72,False
904,6022634,2026-03-01 06:39:42,card_payment,10216.65,False
905,6005697,2026-03-01 06:39:44,bill_payment,2148.45,True
906,6018471,2026-03-01 06:39:45,bill_payment,1794.02,True
907,6021779,2026-03-01 06:39:47,bill_payment,1910.65,False
908,6017946,2026-03-01 06:39:50,deposit_in,13080.54,False
909,6008471,2026-03-01 06:39:53,savings_move,6283.6,False
910,6017075,2026-03-01 06:39:54,bill_payment,901.29,False
911,6010863,2026-03-01 06:39:56,deposit_in,22035.03,True
912,6022152,2026-03-01 06:39:59,deposit_in,7912.82,False
913,6003588,2026-03-01 06:40:03,savings_move,548.98,False
914,6032232,2026-03-01 06:40:08,deposit_in,9855.92,False
915,6000603,2026-03-01 06:40:12,deposit_in,10320.75,False
916,6034918,2026-03-01 06:40:16,bill_payment,630.09,True
917,6036853,2026-03-01 06:40:21,deposit_in,4074.99,False
918,6031969,2026-03-01 06:40:25,savings_move,2974.83,False
919,6037286,2026-03-01 06:40:27,bill_payment,2432.43,False
920,6029606,2026-03-01 06:40:30,savings_move,3398.48,False
921,6006502,2026-03-01 06:40:32,deposit_in,8754.49,True
922,6034625,2026-03-01 06:40:33,bill_payment,1082.55,True
923,6023979,2026-03-01 06:40:36,bill_payment,1100.41,True
924,6020885,2026-03-01 06:40:53,bill_payment,2563.21,False
925,6025667,2026-03-01 06:40:56,deposit_in,6098.85,True
926,6016446,2026-03-01 06:41:00,deposit_in,6166.6,False
927,6036606,2026-03-01 06:41:05,deposit_in,13216.62,False
928,6034065,2026-03-01 06:41:05,deposit_in,11839.46,True
929,6004492,2026-03-01 06:41:09,spei_out,976.99,False
930,6014918,2026-03-01 06:41:10,bill_payment,654.28,True
931,6020841,2026-03-01 06:41:10,bill_payment,1442.83,False
932,6023879,2026-03-01 06:41:12,bill_payment,1001.83,False
933,6025678,2026-03-01 06:41:15,deposit_in,4648.02,True
934,6014499,2026-03-01 06:41:16,bill_payment,513.81,False
935,6030217,2026-03-01 06:41:22,deposit_in,9981.0,True
936,6034023,2026-03-01 06:41:24,deposit_in,10209.72,False
937,6007712,2026-03-01 06:41:26,bill_payment,1725.38,False
938,6026745,2026-03-01 06:41:31,savings_move,3338.36,False
939,6027664,2026-03-01 06:41:31,card_payment,3135.59,False
940,6026397,2026-03-01 06:41:34,card_payment,5029.89,False
941,6023987,2026-03-01 06:41:37,bill_payment,709.87,False
942,6004132,2026-03-01 06:41:48,bill_payment,900.53,False
943,6026881,2026-03-01 06:41:49,deposit_in,8334.49,True
944,6033096,2026-03-01 06:42:01,savings_move,1075.24,False
945,6004131,2026-03-01 06:42:07,savings_move,1960.79,False
946,6021054,2026-03-01 06:42:07,bill_payment,2160.04,False
947,6010411,2026-03-01 06:42:09,bill_payment,1332.26,False
948,6027908,2026-03-01 06:42:15,deposit_in,8635.78,True
949,6013117,2026-03-01 06:42:23,deposit_in,4043.57,True
950,6004817,2026-03-01 06:42:26,bill_payment,1975.58,False
951,6026841,2026-03-01 06:42:31,card_payment,1266.64,False
952,6033180,2026-03-01 06:42:32,deposit_in,2507.44,True
953,6021907,2026-03-01 06:42:34,savings_move,388.58,False
954,6031877,2026-03-01 06:42:41,savings_move,2308.64,False
955,6011883,2026-03-01 06:42:43,bill_payment,2261.1,False
956,6018740,2026-03-01 06:42:43,savings_move,3494.86,False
957,6032488,2026-03-01 06:42:47,deposit_in,4946.06,True
958,6010568,2026-03-01 06:42:49,bill_payment,1120.28,True
959,6023998,2026-03-01 06:42:50,savings_move,1110.65,False
960,6011750,2026-03-01 06:42:52,bill_payment,1754.96,True
961,6010454,2026-03-01 06:42:53,bill_payment,2118.89,False
962,6036863,2026-03-01 06:42:53,savings_move,1085.46,False
963,6033658,2026-03-01 06:42:57,deposit_in,6173.72,True
964,6026772,2026-03-01 06:42:59,savings_move,1125.18,True
965,6036461,2026-03-01 06:43:00,deposit_in,4618.31,False
966,6017636,2026-03-01 06:43:01,bill_payment,1196.38,False
967,6021930,2026-03-01 06:43:02,savings_move,4603.67,False
968,6021636,2026-03-01 06:43:06,bill_payment,626.3,False
969,6009144,2026-03-01 06:43:06,deposit_in,9433.66,False
970,6035191,2026-03-01 06:43:09,spei_out,308.27,False
971,6030112,2026-03-01 06:43:12,deposit_in,20504.59,True
972,6021898,2026-03-01 06:43:18,bill_payment,2479.53,False
973,6008319,2026-03-01 06:43:19,deposit_in,16657.42,False
974,6008383,2026-03-01 06:43:22,bill_payment,429.33,True
975,6009577,2026-03-01 06:43:26,deposit_in,18790.5,False
976,6013121,2026-03-01 06:43:29,deposit_in,4193.14,False
977,6037417,2026-03-01 06:43:30,savings_move,1488.46,False
978,6020168,2026-03-01 06:43:31,bill_payment,2024.17,False
979,6034343,2026-03-01 06:43:32,savings_move,1706.77,False
980,6032341,2026-03-01 06:43:38,spei_out,1272.37,False
981,6032303,2026-03-01 06:43:40,deposit_in,8802.46,False
982,6017801,2026-03-01 06:43:40,deposit_in,18107.71,False
983,6026032,2026-03-01 06:43:42,bill_payment,776.37,False
984,6036076,2026-03-01 06:43:43,bill_payment,519.92,False
985,6013561,2026-03-01 06:43:45,savings_move,491.5,False
986,6018988,2026-03-01 06:43:45,deposit_in,28438.92,False
987,6026524,2026-03-01 06:43:47,savings_move,5479.64,False
988,6024195,2026-03-01 06:43:55,bill_payment,1557.07,False
989,6007950,2026-03-01 06:43:58,bill_payment,2157.92,True
990,6008862,2026-03-01 06:43:59,bill_payment,2033.51,False
991,6001505,2026-03-01 06:44:02,deposit_in,6531.34,True
992,6003730,2026-03-01 06:44:02,deposit_in,3945.04,True
993,6035802,2026-03-01 06:44:09,deposit_in,6300.93,False
994,6017587,2026-03-01 06:44:10,savings_move,1187.27,False
995,6012581,2026-03-01 06:44:15,deposit_in,12683.3,False
996,6018535,2026-03-01 06:44:21,bill_payment,2384.94,False
997,6017117,2026-03-01 06:44:26,bill_payment,1883.59,False
998,6007026,2026-03-01 06:44:28,card_payment,3102.4,False
999,6021042,2026-03-01 06:44:32,deposit_in,3360.32,False
1000,6003491,2026-03-01 06:44:37,bill_payment,1029.76,False
